"iORF_ID","MD5","length","analysis","signature_accession","signature_description","start","stop","score","status","date","interpro_accession","interpro_description"
"FTMT22100048164_4_121","42b6858e16b5afb8e688328962c6fa14",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,38,"-","T","03-11-2022","-","-"
"ENST00000326043_431_521","b628921fd603849189f4564c88990e10",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENCT00000423132_ncRNA_14","80b967314c9fcd4bf17616a2681830d8",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"MICT00000227045_ncRNA_14","228925331b69c35d069ca58cb8e630e1",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"FTMT22100063808_25_91","12e3a6e59de88ba389e73eba28c6e4c6",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"MICT00000190190_ncRNA_63","fbfdb6917c132597f991be96737f8fc0",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,39,"-","T","03-11-2022","-","-"
"HBMT00001494133_514_655","583ad5e01c2262587406aa78a83aca7e",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENCT00000150286_ncRNA_21","a043efb94d61ebe7ea5048d03267fec9",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENST00000297533_46_121","dcefc12f5d2971b5fbe7f581d95bd0b0",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENCT00000016691_ncRNA_26","1e4d498fad76d0eee172f78baa7503e2",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT20100078988_33_156","3c8f66f610ea7bd841afadc7a5859d5b",40,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,40,"-","T","03-11-2022","-","-"
"HBMT00000062705_ncRNA_11","653df58a0e1754f77e20a0ce500d17dd",45,"MobiDBLite","mobidb-lite","consensus disorder prediction",29,45,"-","T","03-11-2022","-","-"
"HBMT00000062705_ncRNA_11","653df58a0e1754f77e20a0ce500d17dd",45,"MobiDBLite","mobidb-lite","consensus disorder prediction",7,24,"-","T","03-11-2022","-","-"
"HBMT00000062705_ncRNA_11","653df58a0e1754f77e20a0ce500d17dd",45,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,45,"-","T","03-11-2022","-","-"
"FTMT21500052911_88_172","f0617d9144a200a342f9bac623ef4112",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENCT00000376046_58_208","2433135331e1f90017969ea4e44b103c",50,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000447533_ncRNA_0","6307d67974986cba8312ff3e84f4b54b",36,"ProSiteProfiles","PS51257","Prokaryotic membrane lipoprotein lipid attachment site profile.",1,35,"5.0","T","03-11-2022","-","-"
"ENST00000543513_4_64","4ba1a49a400ab605fb29ed0ffec06e32",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENST00000358201_uORF_10","bfbb910fbb7ce46411637101bd447e5f",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"ENST00000358201_uORF_10","bfbb910fbb7ce46411637101bd447e5f",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"ENCT00000166664_193_304","ec3ad3d384379011745540b55615cf55",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",16,36,"-","T","03-11-2022","-","-"
"ENCT00000166664_193_304","ec3ad3d384379011745540b55615cf55",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",20,36,"-","T","03-11-2022","-","-"
"ENST00000415602_179_308","8f613b00358c4cc76f63007db7cd7bf6",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,42,"-","T","03-11-2022","-","-"
"ENST00000415602_179_308","8f613b00358c4cc76f63007db7cd7bf6",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",21,42,"-","T","03-11-2022","-","-"
"ENCT00000029044_ncRNA_15","a882454a3964997143d7428dc0683055",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000383045_49_208","85b6cccf348256cf2e317be19a4e19cb",52,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,52,"-","T","03-11-2022","-","-"
"ENCT00000030086_455_524","b6b65a0d8c9ae73f4f617486e4ba3ecd",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENCT00000188285_ncRNA_7","bdefe4c2ef29cb18f96a752a54fa55a4",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"ENCT00000188285_ncRNA_7","bdefe4c2ef29cb18f96a752a54fa55a4",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,15,"-","T","03-11-2022","-","-"
"HBMT00001233342_75_270","8a7140596f85813c33953e3e82d3504a",64,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"HBMT00001233342_75_270","8a7140596f85813c33953e3e82d3504a",64,"MobiDBLite","mobidb-lite","consensus disorder prediction",12,26,"-","T","03-11-2022","-","-"
"ENST00000342474_288_432","72efb04842844a44be73c4953d21c16a",48,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000342474_288_432","72efb04842844a44be73c4953d21c16a",48,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,48,"-","T","03-11-2022","-","-"
"ENCT00000245066_248_332","47f2a5063f714faf65fae2d4d4e3bc84",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"HBMT00000328420_42_132","a1cf831a3f833f8904afb88917e6aa5d",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"HBMT00000328420_42_132","a1cf831a3f833f8904afb88917e6aa5d",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",14,29,"-","T","03-11-2022","-","-"
"FTMT27300034733_78_183","fd33d5519fe54d087a5d7a292d092f4d",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENCT00000308676_ncRNA_5","f2484f539e5b4ed09b19144a1e5316f6",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000263655_333_474","e4a6d7c34e566341e0cf7728f990ee47",46,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,46,"-","T","03-11-2022","-","-"
"MICT00000104632_79_226","c9b1769f219308d861bbb1e48c00c678",49,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"HBMT00001157721_16_229","e3edf19bdf7dd64daba7d9fc228abb9b",70,"MobiDBLite","mobidb-lite","consensus disorder prediction",15,45,"-","T","03-11-2022","-","-"
"FTMT20900070666_227_332","bdab4ae6cc0402903a52e738a5b66097",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"FTMT20900070666_227_332","bdab4ae6cc0402903a52e738a5b66097",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",8,34,"-","T","03-11-2022","-","-"
"FTMT20900008508_ncRNA_62","31b45ce58bad11981e00acf5e2442714",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT28700020555_1221_1290","c75b12f7b324913ab8c424a1df4eaa5b",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000421587_uORF_6","9d5eca8ecd057830f892007c3e3819f8",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENCT00000148013_ncRNA_9","cf046bc22d33c94ed7ae6c55648d98c5",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,42,"-","T","03-11-2022","-","-"
"ENCT00000148013_ncRNA_9","cf046bc22d33c94ed7ae6c55648d98c5",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,17,"-","T","03-11-2022","-","-"
"ENCT00000145644_328_475","faec3b4d4a2539d3975838b8be1e1947",48,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000572915_4_73","a7e5a957a6b5119833c37430f5032ad4",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"FTMT28500001030_296_566","7031a3e3386197b3809fff9db7218204",89,"MobiDBLite","mobidb-lite","consensus disorder prediction",64,89,"-","T","03-11-2022","-","-"
"HBMT00001223598_1125_1212","f6a50a0b9efe1911c4608f320fe13784",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"HBMT00001223598_1125_1212","f6a50a0b9efe1911c4608f320fe13784",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",9,28,"-","T","03-11-2022","-","-"
"HBMT00001223598_1125_1212","f6a50a0b9efe1911c4608f320fe13784",28,"Pfam","PF06623","MHC_I C-terminus",5,28,"5.0E-15","T","03-11-2022","IPR010579","MHC class I, alpha chain, C-terminal"
"HBMT00000085808_ncRNA_6","237270a450f16d21e6e4fc0c9ccf22ec",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"HBMT00000085808_ncRNA_6","237270a450f16d21e6e4fc0c9ccf22ec",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,16,"-","T","03-11-2022","-","-"
"ENST00000505581_113_179","3ef26aab060b4b07cfcbb04f4184ea15",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENCT00000021920_19_148","f6820d82ddbb7b6d7b83833026844607",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",27,43,"-","T","03-11-2022","-","-"
"ENCT00000021920_19_148","f6820d82ddbb7b6d7b83833026844607",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,43,"-","T","03-11-2022","-","-"
"ENCT00000388180_215_293","edfcdc811e59f90bf9ba6fa0bc002611",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENST00000486738_ncRNA_8","e6fca35b72679f923cf221812d3d201e",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000603223_129_213","3e601a33b3de7283d601477ab23afa63",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000502447_23_155","40a888d2df7d8133a71148b0c04c0f2d",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,43,"-","T","03-11-2022","-","-"
"ENST00000502447_23_155","40a888d2df7d8133a71148b0c04c0f2d",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000502447_23_155","40a888d2df7d8133a71148b0c04c0f2d",43,"MobiDBLite","mobidb-lite","consensus disorder prediction",24,43,"-","T","03-11-2022","-","-"
"HBMT00000007689_502_622","56cafb08276c5f28cb8ceaf0e6d55020",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,39,"-","T","03-11-2022","-","-"
"ENST00000315579_uORF_38","e6f2cb9cf3607847a718dcda686a32c3",24,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000344849_164_272","53635f4acbbeedf4e59b59410c83c3d8",35,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,35,"-","T","03-11-2022","-","-"
"ENST00000378551_uORF_15","a53e31fd401e7d1bd2a1e36ee04d6757",39,"MobiDBLite","mobidb-lite","consensus disorder prediction",15,39,"-","T","03-11-2022","-","-"
"ENCT00000483126_200_287","50e172d691f5e8d3e5968f37debd7ecb",28,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"ENST00000469457_ncRNA_5","0ab01de3e328b93da9c7cadf3a7087cf",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,36,"-","T","03-11-2022","-","-"
"ENST00000469457_ncRNA_5","0ab01de3e328b93da9c7cadf3a7087cf",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",13,36,"-","T","03-11-2022","-","-"
"ENST00000257787_120_183","2e5e683253718ef14ee425681ff7b134",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT24900006783_502_571","d536499686e2d7dea1b1c9e42171bd23",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"ENST00000606888_1095_1194","4e564e14f805683930f183f10a701c87",32,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,32,"-","T","03-11-2022","-","-"
"ENST00000567351_51_192","cf0f9d29a90198db99135d74f2aeb2ee",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,47,"-","T","03-11-2022","-","-"
"FTMT26800000246_1888_1957","d8a862463d2bf8d9c29dd08ae4ae3ee3",23,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENST00000504123_uORF_1420","2812c99a9472d5e3a86b69e7df5bbe32",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"HBMT00000003089_90_171","ef993215466619fa9dcf5589fd336cf5",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"HBMT00000449203_240_351","11740113b1b53c5d033d68ce360886e4",36,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,36,"-","T","03-11-2022","-","-"
"FTMT20900000051_44_179","11d5512c4320b6c574e9097fa0a377c4",44,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,28,"-","T","03-11-2022","-","-"
"FTMT20900000051_44_179","11d5512c4320b6c574e9097fa0a377c4",44,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,15,"-","T","03-11-2022","-","-"
"FTMT24300040399_44_125","15a2da8f31fc3786355292f23d51bc03",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000442919_389_464","36ec7e454c126e1b49b959a26547b01a",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"FTMT21100069987_170_449","01e1b6dbf9094d11c979692d11bde478",92,"Pfam","PF15131","Domain of unknown function (DUF4567)",18,92,"1.2E-48","T","03-11-2022","IPR027906","Protein of unknown function DUF4567"
"FTMT28500008885_935_1064","c3a80860e0bc21b0c7547183ae8886f1",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,42,"-","T","03-11-2022","-","-"
"ENST00000418212_189_282","83b3404a95b87005c2004fcabd4ec442",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"HBMT00000992143_161_245","3ea88ae731b62231e7a522ba7822364c",27,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"ENST00000556565_80_149","5984e051bf56e23e365f7165b75b72cb",22,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,22,"-","T","03-11-2022","-","-"
"MICT00000162756_1314_1377","46fb15e8e42f8dabfe8ae31968df723f",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT24900002652_48_285","35da4a52baab2abd7f67116b657be8aa",78,"MobiDBLite","mobidb-lite","consensus disorder prediction",64,78,"-","T","03-11-2022","-","-"
"FTMT24900002652_48_285","35da4a52baab2abd7f67116b657be8aa",78,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,78,"-","T","03-11-2022","-","-"
"FTMT24900002652_48_285","35da4a52baab2abd7f67116b657be8aa",78,"MobiDBLite","mobidb-lite","consensus disorder prediction",18,34,"-","T","03-11-2022","-","-"
"ENST00000357244_uORF_11","575b05dc72283a22990676e62dc0319a",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"MICT00000373363_ncRNA_16","531e1392a00bf417d2397f4ff71c7006",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,27,"-","T","03-11-2022","-","-"
"MICT00000150675_4697_4787","e620a722309b1cace3405496a0f4d272",30,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,30,"-","T","03-11-2022","-","-"
"FTMT27900026301_ncRNA_8","ca886a0ebb4d4eb67f4df9f8fd2cb5bb",47,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,47,"-","T","03-11-2022","-","-"
"ENST00000309575_uORF_1","b0f6c89688bc331dbfdd8ffd07c655e6",45,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,45,"-","T","03-11-2022","-","-"
"MICT00000223700_240_402","e4c3455e12178ba199c6c78604faf1ea",53,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,53,"-","T","03-11-2022","-","-"
"MICT00000223700_240_402","e4c3455e12178ba199c6c78604faf1ea",53,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,23,"-","T","03-11-2022","-","-"
"ENCT00000033767_134_221","881e2150da42c7425a6871cba6224656",29,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,29,"-","T","03-11-2022","-","-"
"ENCT00000022006_ncRNA_3","d6ecd062db122607a8858829618d399e",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"MICT00000060458_2753_2858","72c1cb40b5aeb7c8513df3419111ffd7",34,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,34,"-","T","03-11-2022","-","-"
"ENST00000560290_1336_1381","efb5c17e9bf483b265d6e3969d2596f4",14,"Gene3D","G3DSA:1.20.5.170","-",1,14,"1.6E-5","T","03-11-2022","-","-"
"FTMT21200001989_42_354","ab2465139252a6fccf4ed7d5a7181443",103,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,68,"-","T","03-11-2022","-","-"
"MICT00000061854_346_424","115eac88632cc1a89c23965fd398bc31",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENCT00000456681_381_498","98c81f5d43dfa1baa98e4e08a9a39733",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,38,"-","T","03-11-2022","-","-"
"ENST00000507636_304_427","82f1273fc3c1728d0acf2fe1cd420be1",41,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,24,"-","T","03-11-2022","-","-"
"ENST00000381464_24_120","04a45e5dbb54e4614ce92a41df73cea3",31,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,31,"-","T","03-11-2022","-","-"
"ENST00000542438_uoORF_8","97c55673b2581f74cef49fff46206874",86,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,37,"-","T","03-11-2022","-","-"
"HBMT00000991811_ncRNA_0","b9334277fd19d0b84290e070a81c10fc",62,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"FTMT20500101087_30_147","1b6551798d0ae026d8a56a4a51ac6107",38,"MobiDBLite","mobidb-lite","consensus disorder prediction",17,38,"-","T","03-11-2022","-","-"
"ENCT00000226485_ncRNA_3","3582f7f6a74d354fd8e39ea497b26f65",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"ENST00000415479_ncRNA_0","bb923ab80b6de94b908a3912e6d3caeb",58,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,58,"-","T","03-11-2022","-","-"
"ENST00000415479_ncRNA_0","bb923ab80b6de94b908a3912e6d3caeb",58,"MobiDBLite","mobidb-lite","consensus disorder prediction",11,36,"-","T","03-11-2022","-","-"
"ENST00000514450_ncRNA_7","b1ca0e7a761fb2abc86a0310ff3679e6",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"ENCT00000254592_ncRNA_21","dc10e6991e4292f62e3cd526d3c2ceb7",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"MICT00000346301_482_560","e9f982de51e8a523a5f552ed0755a623",25,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,25,"-","T","03-11-2022","-","-"
"HBMT00000146669_5971_6049","ac3aecac22ec0a8251612f853c92df37",26,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,26,"-","T","03-11-2022","-","-"
"HBMT00000239306_ncRNA_1","2d3b7a65b6544b75163e85bdfb07fe00",42,"MobiDBLite","mobidb-lite","consensus disorder prediction",18,42,"-","T","03-11-2022","-","-"
"ENST00000337288_125_284","7c967b3c17466cd2367bf540d8d1a927",52,"MobiDBLite","mobidb-lite","consensus disorder prediction",23,52,"-","T","03-11-2022","-","-"
"FTMT20100005250_ncRNA_15","0ea884882e45ed1bb172ce40f69949a7",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"FTMT20100005250_ncRNA_15","0ea884882e45ed1bb172ce40f69949a7",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,15,"-","T","03-11-2022","-","-"
"ENST00000637951_493_556","40a687e470c099b3f8735ee572cf9459",20,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,20,"-","T","03-11-2022","-","-"
"MICT00000138610_26_89","419910f28d7c0db6fd279ec519f56f26",21,"MobiDBLite","mobidb-lite","consensus disorder prediction",1,21,"-","T","03-11-2022","-","-"
"FTMT22100004689_1295_1463","badfb5a21e2339e030ab49bf2b674af4",56,"PANTHER","PTHR46522","CYTIDINE MONOPHOSPHATE-N-ACETYLNEURAMINIC ACID HYDROXYLASE",1,56,"4.6E-33","T","03-11-2022","IPR027033","Cytidine monophosphate-N-acetylneuraminic acid hydroxylase"
